job_indexed_id,source,source_job_id,url,company_name,title_raw,title_clean,description_clean_excerpt,pred_normalized_title,pred_role_family,pred_seniority,pred_employment_type,pred_location_type,pred_city,pred_country,pred_salary_min,pred_salary_max,pred_salary_currency,gold_normalized_title,gold_role_family,gold_experience_years_min,gold_experience_years_max,gold_experience_required,gold_education_level,gold_degree_required,gold_soft_skills,gold_location_type,gold_country,gold_location_city,gold_employment_type,gold_seniority,gold_language_requirements,gold_salary_min,gold_salary_max,gold_salary_currency,gold_salary_period,gold_tools_tech,labeler,review_status,notes,label_source,label_model,label_confidence,needs_review,suggested_normalized_title,suggested_role_family,review_categories,primary_review_category,missing_core_count
1681,greenhouse,7589865,https://job-boards.greenhouse.io/capco/jobs/7589865,capco,Frontend Developer - hybrid Calgary ** numerous openings at all levels **,Frontend Developer - hybrid Calgary ** numerous openings at all levels **,"Create intuitive, high-performing user experiences for the future of financial services. &nbsp; At Capco,&nbsp;we’re&nbsp;driven by three core values that define who we are and how we work: Make a Difference, Be Yourself&nbsp;At&nbsp;Work, and Act&nbsp;With&nbsp;Integrity. We challenge the status quo, embrace diverse perspectives, and bring a collaborative, entrepreneurial mindset to every engagement. Our #BeYourselfAtWork culture champions authenticity and inclusivity — because we believe diverse thinking sparks innovation and&nbsp;creates&nbsp;meaningful outcomes for our clients, our people,",frontend_engineer,frontend,senior,,hybrid,Canada - Calgary,CA,92000,118000,USD,other,frontend,,,,,,,,,,,,,,,,,,,in_review,suggested_title=frontend_engineer;suggested_role_family=frontend,ollama,qwen2.5:7b,0.900,1,frontend_engineer,frontend,too_many_core_fields_missing,too_many_core_fields_missing,3
1104,greenhouse,7628764003,https://job-boards.greenhouse.io/celonis/jobs/7628764003?gh_jid=7628764003,celonis,"Director, Corporate Development","Director, Corporate Development","We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: Celonis’ Corporate Development team partners with leadership to identify and execute acquisitions and strategic investments to support our corporate and product strategy.&nbsp;&nbsp; The Role: The Corporate Development Director will lead the sourcing, evaluation, execution and integ",corporate_development,strategy,lead,full_time,hybrid,Redwood City,US,,,,other,strategy,,,,,,,,,,,,,,,,,,,in_review,suggested_title=corporate_development_director;suggested_role_family=strategy,ollama,qwen2.5:7b,0.800,1,corporate_development_director,strategy,too_many_core_fields_missing,too_many_core_fields_missing,3
4,greenhouse,4501664005,https://job-boards.greenhouse.io/found/jobs/4501664005,found,Telehealth Provider (MD & DO),Telehealth Provider (MD & DO),"Found is transforming personalized weight care with an evidence-based platform that combines modern medicine, behavior change support, personalized coaching, and a supportive community. Since launching in 2019, Found has served over 250,000 patients across the U.S., making high-quality, affordable treatment more accessible while reducing healthcare costs for consumers, employers, and payors. Backed by $130M+ from top investors including Atomic, GV, WestCap, IVP, TCG, and Define Ventures, Found is redefining how personalized weight care is delivered at scale. Pippen Health, the virtual medicine",healthcare_provider,healthcare,,contract,remote,,,,,,other,healthcare,,,,,,,,,,,,,,,,,,,in_review,suggested_title=telehealth_provider;suggested_role_family=healthcare,ollama,qwen2.5:7b,0.800,1,telehealth_provider,healthcare,too_many_core_fields_missing,too_many_core_fields_missing,3
1552,greenhouse,4989990,https://job-boards.greenhouse.io/capco/jobs/4989990,capco,Banco de Talentos - Energia,Banco de Talentos - Energia,"SOBRE A CAPCO A Capco é uma consultoria global de tecnologia e negócios, focada no setor de serviços financeiros. Somos apaixonados por ajudar nossos clientes a ter sucesso em um setor em constante mudança. Estamos prospectando profissionais para vagas em Energy . Buscamos profissionais com 2 à 5 anos de experiência nas seguintes áreas: Engenharia (diversas especialidades); Administração; Análise de Sistemas; Tecnologia em Segurança; Tecnologia Industrial. &nbsp; Aplique-se aqui.&nbsp;",other,other,,,,,BR,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,The title does not clearly indicate a specific job role or family. | suggested_title=talent_bank;suggested_role_family=hr,ollama,qwen2.5:7b,0.500,1,talent_bank,hr,low_confidence|too_many_core_fields_missing,low_confidence,3
1023,greenhouse,7408665,https://job-boards.greenhouse.io/webflow/jobs/7408665,webflow,"Partner Manager, Agencies","Partner Manager, Agencies","At Webflow, we’re building the world’s leading AI-native Digital Experience Platform, and we’re doing it as a remote-first company built on trust, transparency, and a whole lot of creativity. This work takes grit, because we move fast, without ever sacrificing craft or quality. Our mission is to bring development superpowers to everyone. From entrepreneurs launching their first idea to global enterprises scaling their digital presence, we empower teams to design, launch, and optimize for the web without barriers. We believe the future of the web, and work, is more open, more creative, and more",manager,operations,senior,full_time,remote,CA (BC & ON only),US,179000,226000,USD,other,other,,,,,,,,,,,,,,,,,,,in_review,"The term 'Partner Manager' is not strongly aligned with the predicted role family of 'operations'. It could potentially fit into a business development or management category, but this is ambiguous. | suggested_title=business_partner;suggested_role_family=management",ollama,qwen2.5:7b,0.250,1,business_partner,management,low_confidence|too_many_core_fields_missing,low_confidence,3
75,greenhouse,7425784,https://job-boards.greenhouse.io/smartsheet/jobs/7425784,smartsheet,People Analytics Analyst - (Hybrid in Bangalore),People Analytics Analyst - (Hybrid in Bangalore),"For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. We are looking for a People Analytics Analyst to support the employee d",data_analyst,data_analytics,director,,hybrid,Bangalore,IN,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,The term 'People Analytics Analyst' is specific and may not directly map to the more general 'data_analyst'. The role family could be more accurately categorized under human resources. | suggested_title=people_analytics_specialist;suggested_role_family=human_resources,ollama,qwen2.5:7b,0.700,1,people_analytics_specialist,human_resources,too_many_core_fields_missing,too_many_core_fields_missing,3
633,greenhouse,4657395005,https://job-boards.greenhouse.io/gleanwork/jobs/4657395005,gleanwork,Partner Marketing Manager,Partner Marketing Manager,"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",marketing_specialist,marketing,manager,,hybrid,Bangalore,IN,,,,other,marketing,,,,,,,,,,,,,,,,,,,in_review,suggested_title=marketing_specialist;suggested_role_family=marketing,ollama,qwen2.5:7b,0.800,1,marketing_specialist,marketing,too_many_core_fields_missing,too_many_core_fields_missing,3
235,greenhouse,8403604002,https://job-boards.greenhouse.io/gomotive/jobs/8403604002,gomotive,Senior Technical Support Engineer,Senior Technical Support Engineer,"Who we are: Motive empowers the people who run physical operations with tools to make their work safer, more productive, and more profitable. For the first time ever, safety, operations and finance teams can manage their drivers, vehicles, equipment, and fleet related spend in a single system. Combined with industry leading AI, the Motive platform gives you complete visibility and control, and significantly reduces manual workloads by automating and simplifying tasks. Motive serves nearly 100,000 customers – from Fortune 500 enterprises to small businesses – across a wide range of industries, ",it_support_specialist,it_operations,senior,,remote,,PK,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=it_support_specialist;suggested_role_family=it_operations,ollama,qwen2.5:7b,0.800,1,it_support_specialist,it_operations,too_many_core_fields_missing,too_many_core_fields_missing,3
218,greenhouse,8291209002,https://job-boards.greenhouse.io/gomotive/jobs/8291209002,gomotive,Senior Finance Operations Analyst,Senior Finance Operations Analyst,"Who we are: Motive empowers the people who run physical operations with tools to make their work safer, more productive, and more profitable. For the first time ever, safety, operations and finance teams can manage their drivers, vehicles, equipment, and fleet related spend in a single system. Combined with industry leading AI, the Motive platform gives you complete visibility and control, and significantly reduces manual workloads by automating and simplifying tasks. Motive serves nearly 100,000 customers – from Fortune 500 enterprises to small businesses – across a wide range of industries, ",financial_analyst,finance,senior,,remote,,,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,The term 'Senior Finance Operations Analyst' does not reliably match the predicted title and role family. It may be a more specific position within finance operations. | suggested_title=finance_operations_analyst;suggested_role_family=finance_operations,ollama,qwen2.5:7b,0.300,1,finance_operations_analyst,finance_operations,low_confidence|too_many_core_fields_missing,low_confidence,3
1525,greenhouse,7651013,https://job-boards.greenhouse.io/capco/jobs/7651013,capco,AI Technical Architect,AI Technical Architect,"About the team: &nbsp; At the Capco Technology Delivery Center, we are dedicated to the financial services industries. Our professionals combine innovative thinking with unrivalled industry and domain expertise to offer our clients consulting expertise , complex technology and package integration, transformation delivery, and managed services, to move their organizations forward. Through our collaborative and efficient approach, we help our clients successfully innovate, increase revenue, manage risk and regulatory change, reduce costs, and enhance controls. Our teams stay at the forefront of ",enterprise_architect,architecture,junior,,hybrid,US - New York,,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,The term 'AI Technical Architect' is specific and may not align with the general role family of 'architecture'. Further review is recommended. | suggested_title=ai_architect;suggested_role_family=technical,ollama,qwen2.5:7b,0.200,1,ai_architect,technical,low_confidence|too_many_core_fields_missing,low_confidence,3
1916,greenhouse,7641216,https://job-boards.greenhouse.io/capco/jobs/7641216,capco,Senior Full Stack Developer - COM INGLÊS - Remoto,Senior Full Stack Developer - COM INGLÊS - Remoto,"A Capco é uma consultoria global de tecnologia e negócios, focada no setor de serviços financeiros e energia, somos apaixonados por ajudar nossos clientes, temos 40 escritórios nas Américas, Europa e Ásia-Pacífico! Se criatividade e inovação são sua paixão, a Capco é ideal para você. Vamos te apoiar e ajudar a acelerar sua carreira! Estamos em busca de um(a) Desenvolvedor(a) Full Stack apaixonado(a) por tecnologia e inovação, com interesse em atuar em projetos que envolvam Inteligência Artificial. O profissional será responsável pelo desenvolvimento de aplicações web completas — frontend e bac",fullstack_engineer,fullstack,senior,,,Brazil - Sao Paulo,BR,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=full_stack_engineer;suggested_role_family=full_stack,ollama,qwen2.5:7b,0.900,1,full_stack_engineer,full_stack,too_many_core_fields_missing,too_many_core_fields_missing,3
1709,greenhouse,7657119,https://job-boards.greenhouse.io/capco/jobs/7657119,capco,Intern -Talent Acquisition - Scheduler,Intern -Talent Acquisition - Scheduler,"Job Title: TA - Scheduler - Intern Location: Bangalore &nbsp; About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar &amp; Seramount . With our presence across 32 cities across globe, we support 100+ clients across&nbsp;banking, financial and Energy sectors. We are recognized for our deep transformation execution and delivery.&nbsp; WHY JOIN CAPCO? You will work on engaging projects with the largest international and local ",technical_recruiter,recruiting,intern,internship,,India - Bengaluru,IN,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,The title mentions 'Scheduler' which is more aligned with a scheduling role rather than technical recruitment. | suggested_title=scheduler;suggested_role_family=scheduling,ollama,qwen2.5:7b,0.700,1,scheduler,scheduling,too_many_core_fields_missing,too_many_core_fields_missing,3
1103,greenhouse,6541080003,https://job-boards.greenhouse.io/celonis/jobs/6541080003?gh_jid=6541080003,celonis,"Director, Corporate Development","Director, Corporate Development","We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: Celonis’ Corporate Development team partners with leadership to identify and execute acquisitions and strategic investments to support our corporate and product strategy.&nbsp;&nbsp; The Role: The Corporate Development Director will lead the sourcing, evaluation, execution and integ",corporate_development,strategy,lead,full_time,hybrid,New York,US,,,,other,strategy,,,,,,,,,,,,,,,,,,,in_review,suggested_title=corporate_development_director;suggested_role_family=strategy,ollama,qwen2.5:7b,0.800,1,corporate_development_director,strategy,too_many_core_fields_missing,too_many_core_fields_missing,3
869,greenhouse,5795323004,https://job-boards.greenhouse.io/grafanalabs/jobs/5795323004,grafanalabs,Staff Developer Advocacy Engineer | Canada | Remote,Staff Developer Advocacy Engineer | Canada | Remote,"Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",software_engineer,software_engineering,staff,,remote,,CA,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=developer_advocacy_engineer;suggested_role_family=technology_communication,ollama,qwen2.5:7b,0.800,1,developer_advocacy_engineer,technology_communication,too_many_core_fields_missing,too_many_core_fields_missing,3
1868,greenhouse,7522365,https://job-boards.greenhouse.io/capco/jobs/7522365,capco,Senior BA/PM | Securities Services,Senior BA/PM | Securities Services,"ABOUT CAPCO &nbsp; Capco is a global technology and management consultancy specializing in driving digital transformation in the financial services and insurance industries. Capco is committed to providing clients with practical solutions. We offer a globally integrated service with offices in leading financial centers across the globe. We have the people, the vision, and the passion. We are growing through a significant growth journey, now is a very good time to join us as we expand geographically, increase headcount and disrupt the consulting market across APAC with entrepreneurial and agile",other,other,senior,,,China - Hong Kong,HK,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,The title 'Senior BA/PM | Securities Services' is ambiguous as it combines Business Analyst (BA) and Project Manager (PM) roles without clear indication of the primary role. | suggested_title=senior_business_analystproject_manager;suggested_role_family=management,ollama,qwen2.5:7b,0.500,1,senior_business_analystproject_manager,management,low_confidence|too_many_core_fields_missing,low_confidence,3
1235,greenhouse,6685374003,https://job-boards.greenhouse.io/celonis/jobs/6685374003?gh_jid=6685374003,celonis,"Senior Manager, Technical Accounting & Financial Reporting","Senior Manager, Technical Accounting & Financial Reporting","We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Role: We are looking for a Senior Manager, Technical Accounting &amp; Financial Reporting to oversee financial reporting, technical accounting and M&amp;A. Reporting to the Controller, the role will be a key position in the finance organization, interacting and coordinating with various d",manager,operations,senior,full_time,hybrid,New York,US,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,"The title suggests a role in accounting and financial reporting, which does not align with the 'operations' role family. | suggested_title=senior_manager_accounting_reporting;suggested_role_family=finance",ollama,qwen2.5:7b,0.100,1,senior_manager_accounting_reporting,finance,low_confidence|too_many_core_fields_missing,low_confidence,3
1222,greenhouse,6524475003,https://job-boards.greenhouse.io/celonis/jobs/6524475003?gh_jid=6524475003,celonis,Senior Field Marketing Manager - Public Sector,Senior Field Marketing Manager - Public Sector,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: The North America marketing team fuels customer success and market growth by building and increasing brand awareness, accelerating pipeline -- both independently and with our partners -- and cultivating a customer community of change makers.&nbsp; We amplify success stories through ",marketing_specialist,marketing,senior,full_time,hybrid,,US,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,The term 'Senior Field Marketing Manager - Public Sector' does not closely match the predicted title and role family. It may be more specific than a general marketing specialist. | suggested_title=field_marketing_manager_public_sector;suggested_role_family=marketing,ollama,qwen2.5:7b,0.250,1,field_marketing_manager_public_sector,marketing,low_confidence|too_many_core_fields_missing,low_confidence,3
728,greenhouse,4666849005,https://job-boards.greenhouse.io/gleanwork/jobs/4666849005,gleanwork,Technical Support Engineer (PST shift hours 9:30PM - 6:30AM IST),Technical Support Engineer (PST shift hours 9:30PM - 6:30AM IST),"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",it_support_specialist,it_operations,,,hybrid,Bangalore,IN,,,,other,it_operations,,,,,,,,,,,,,,,,,,,in_review,suggested_title=it_support_specialist;suggested_role_family=it_operations,ollama,qwen2.5:7b,0.900,1,it_support_specialist,it_operations,too_many_core_fields_missing,too_many_core_fields_missing,3
1041,greenhouse,7658221,https://job-boards.greenhouse.io/webflow/jobs/7658221,webflow,Senior Product Design Manager,Senior Product Design Manager,"At Webflow, we’re building the world’s leading AI-native Digital Experience Platform, and we’re doing it as a remote-first company built on trust, transparency, and a whole lot of creativity. This work takes grit, because we move fast, without ever sacrificing craft or quality. Our mission is to bring development superpowers to everyone. From entrepreneurs launching their first idea to global enterprises scaling their digital presence, we empower teams to design, launch, and optimize for the web without barriers. We believe the future of the web, and work, is more open, more creative, and more",product_designer,design,senior,full_time,remote,CA (BC & ON only),US,220000,285000,USD,other,design,,,,,,,,,,,,,,,,,,,in_review,suggested_title=product_designer;suggested_role_family=design,ollama,qwen2.5:7b,0.800,1,product_designer,design,too_many_core_fields_missing,too_many_core_fields_missing,3
289,greenhouse,6460571,https://job-boards.greenhouse.io/canonical/jobs/6460571,canonical,"Director, Talent Science","Director, Talent Science","Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting location",talent_analytics_specialist,hr,senior,,remote,,,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,The term 'Talent Science' is not commonly associated with 'talent analytics specialist'. Further context may be needed. | suggested_title=talent_scientist;suggested_role_family=hr,ollama,qwen2.5:7b,0.200,1,talent_scientist,hr,low_confidence|too_many_core_fields_missing,low_confidence,3
