job_indexed_id,source,source_job_id,url,company_name,title_raw,title_clean,description_clean_excerpt,pred_normalized_title,pred_role_family,pred_seniority,pred_employment_type,pred_location_type,pred_city,pred_country,pred_salary_min,pred_salary_max,pred_salary_currency,gold_normalized_title,gold_role_family,gold_experience_years_min,gold_experience_years_max,gold_experience_required,gold_education_level,gold_degree_required,gold_soft_skills,gold_location_type,gold_country,gold_location_city,gold_employment_type,gold_seniority,gold_language_requirements,gold_salary_min,gold_salary_max,gold_salary_currency,gold_salary_period,gold_tools_tech,labeler,review_status,notes,label_source,label_model,label_confidence,needs_review,suggested_normalized_title,suggested_role_family,review_categories,primary_review_category,missing_core_count
1103,greenhouse,6541080003,https://job-boards.greenhouse.io/celonis/jobs/6541080003?gh_jid=6541080003,celonis,"Director, Corporate Development","Director, Corporate Development","We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The Team: Celonis’ Corporate Development team partners with leadership to identify and execute acquisitions and strategic investments to support our corporate and product strategy.&nbsp;&nbsp; The Role: The Corporate Development Director will lead the sourcing, evaluation, execution and integ",corporate_development,strategy,lead,full_time,hybrid,New York,US,,,,other,strategy,,,,,,,,,,,,,,,,,,,in_review,suggested_title=corporate_development_director;suggested_role_family=strategy,ollama,qwen2.5:7b,0.800,1,corporate_development_director,strategy,too_many_core_fields_missing,too_many_core_fields_missing,3
869,greenhouse,5795323004,https://job-boards.greenhouse.io/grafanalabs/jobs/5795323004,grafanalabs,Staff Developer Advocacy Engineer | Canada | Remote,Staff Developer Advocacy Engineer | Canada | Remote,"Grafana Labs is a remote-first, open-source powerhouse. There are more than 20M users of Grafana, the open source visualization tool, around the globe, monitoring everything from beehives to climate change in the Alps. The instantly recognizable dashboards have been spotted everywhere from a NASA launch and Minecraft HQ to Wimbledon and the Tour de France. Grafana Labs also helps more than 3,000 companies -- including Bloomberg, JPMorgan Chase, and eBay -- manage their observability strategies with the Grafana LGTM Stack, which can be run fully managed with Grafana Cloud or self-managed with t",software_engineer,software_engineering,staff,,remote,,CA,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=developer_advocacy_engineer;suggested_role_family=technology_communication,ollama,qwen2.5:7b,0.800,1,developer_advocacy_engineer,technology_communication,too_many_core_fields_missing,too_many_core_fields_missing,3
728,greenhouse,4666849005,https://job-boards.greenhouse.io/gleanwork/jobs/4666849005,gleanwork,Technical Support Engineer (PST shift hours 9:30PM - 6:30AM IST),Technical Support Engineer (PST shift hours 9:30PM - 6:30AM IST),"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",it_support_specialist,it_operations,,,hybrid,Bangalore,IN,,,,other,it_operations,,,,,,,,,,,,,,,,,,,in_review,suggested_title=it_support_specialist;suggested_role_family=it_operations,ollama,qwen2.5:7b,0.900,1,it_support_specialist,it_operations,too_many_core_fields_missing,too_many_core_fields_missing,3
1041,greenhouse,7658221,https://job-boards.greenhouse.io/webflow/jobs/7658221,webflow,Senior Product Design Manager,Senior Product Design Manager,"At Webflow, we’re building the world’s leading AI-native Digital Experience Platform, and we’re doing it as a remote-first company built on trust, transparency, and a whole lot of creativity. This work takes grit, because we move fast, without ever sacrificing craft or quality. Our mission is to bring development superpowers to everyone. From entrepreneurs launching their first idea to global enterprises scaling their digital presence, we empower teams to design, launch, and optimize for the web without barriers. We believe the future of the web, and work, is more open, more creative, and more",product_designer,design,senior,full_time,remote,CA (BC & ON only),US,220000,285000,USD,other,design,,,,,,,,,,,,,,,,,,,in_review,suggested_title=product_designer;suggested_role_family=design,ollama,qwen2.5:7b,0.800,1,product_designer,design,too_many_core_fields_missing,too_many_core_fields_missing,3
930,greenhouse,7641073003,https://job-boards.greenhouse.io/truebill/jobs/7641073003,truebill,"Senior Full Stack Engineer, Product","Senior Full Stack Engineer, Product","The ideal candidate is local to and interested in working from any of our offices (Silver Spring, NYC, SF, Miami, Denver) local to them 1-2x per week. ABOUT ROCKET MONEY 🔮 Rocket Money’s mission is to meaningfully improve the financial prosperity of millions of people. Rocket Money offers members a unique understanding of their finances and a suite of valuable services that save them time and money – ultimately giving them a leg up on their financial journey. ABOUT THE TEAM 🤝 On Team Horizon, our mission is to take complex financial data and simplify it into intuitive experiences for users at ",fullstack_engineer,fullstack,senior,,remote,San Francisco,US,150000,185000,USD,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=full_stack_engineer;suggested_role_family=engineering,ollama,qwen2.5:7b,0.900,1,full_stack_engineer,engineering,too_many_core_fields_missing,too_many_core_fields_missing,3
1807,greenhouse,7594883,https://job-boards.greenhouse.io/capco/jobs/7594883,capco,Principal Architect: Google Cloud (GCP),Principal Architect: Google Cloud (GCP),"Principal Architect: Google Cloud (GCP) Location: London (Hybrid) | Practice Area: Technology &amp; Engineering | Type: Permanent Shape and lead transformative Google Cloud initiatives across financial services. About Capco Capco is a global leader in technology and business consulting, dedicated to driving digital innovation and transformation in financial services. We’ve partnered with over 100 clients worldwide - from pioneering fintechs to established global institutions - helping them adapt, compete, and scale in a rapidly evolving industry. With more than 30 offices globally, we combine ",other,other,junior,,hybrid,UK - London,,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,The title is specific to Google Cloud Platform (GCP) and does not clearly map to a standard role family. | suggested_title=cloud_architect;suggested_role_family=technical_architecture,ollama,qwen2.5:7b,0.750,1,cloud_architect,technical_architecture,too_many_core_fields_missing,too_many_core_fields_missing,3
1221,greenhouse,7627746003,https://job-boards.greenhouse.io/celonis/jobs/7627746003?gh_jid=7627746003,celonis,Senior Field Marketing Manager - Consumer & Life Sciences Industries,Senior Field Marketing Manager - Consumer & Life Sciences Industries,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? Celonis makes processes work for people, companies, and the planet. The Celonis Process Intelligence Platform, powered by process mining and AI, combines process data and business context to create a living digital twin of the enterprise, connecting people to processes, teams to each other, a",marketing_specialist,marketing,senior,,hybrid,Raleigh,US,,,,other,marketing,,,,,,,,,,,,,,,,,,,in_review,suggested_title=marketing_specialist;suggested_role_family=marketing,ollama,qwen2.5:7b,0.800,1,marketing_specialist,marketing,too_many_core_fields_missing,too_many_core_fields_missing,3
1054,greenhouse,7531244,https://job-boards.greenhouse.io/webflow/jobs/7531244,webflow,"Technical Support Associate, EMEA (German Speaking)","Technical Support Associate, EMEA (German Speaking)","At Webflow, we’re building the world’s leading AI-native Digital Experience Platform, and we’re doing it as a remote-first company built on trust, transparency, and a whole lot of creativity. This work takes grit, because we move fast, without ever sacrificing craft or quality. Our mission is to bring development superpowers to everyone. From entrepreneurs launching their first idea to global enterprises scaling their digital presence, we empower teams to design, launch, and optimize for the web without barriers. We believe the future of the web, and work, is more open, more creative, and more",it_support_specialist,it_operations,associate,full_time,remote,,GB,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=it_support_specialist;suggested_role_family=it_operations,ollama,qwen2.5:7b,0.800,1,it_support_specialist,it_operations,too_many_core_fields_missing,too_many_core_fields_missing,3
1686,greenhouse,7548507,https://job-boards.greenhouse.io/capco/jobs/7548507,capco,Full-stack Engineer - Remoto,Full-stack Engineer - Remoto,"A Capco é uma consultoria global de tecnologia e negócios, focada no setor de serviços financeiros e energia, somos apaixonados por ajudar nossos clientes, temos 40 escritórios nas Américas, Europa e Ásia-Pacífico! Se criatividade e inovação são sua paixão, a Capco é ideal para você. Vamos te apoiar e ajudar a acelerar sua carreira! Estamos em busca de um Desenvolvedor Full-stack Sênior altamente qualificado para desempenhar um papel fundamental na construção de aplicações web escaláveis e integradas, utilizando React como principal framework de front-end, enquanto aproveita Node.js e TypeScri",fullstack_engineer,fullstack,principal,,,Brazil - Sao Paulo,BR,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=full_stack_engineer;suggested_role_family=software_development,ollama,qwen2.5:7b,0.900,1,full_stack_engineer,software_development,too_many_core_fields_missing,too_many_core_fields_missing,3
1956,greenhouse,7622566,https://job-boards.greenhouse.io/capco/jobs/7622566,capco,Talent Acquisition Lead,Talent Acquisition Lead,"Talent Acquisition Lead &nbsp; Why Capco?&nbsp; You will join a company that supports and encourages an entrepreneurial outlook and independent thinking. Capco is not about organizational charts and layers – we operate with little hierarchy because we want all employees to feel that Capco is their firm. &nbsp; We offer highly competitive benefits, including medical, dental and vision insurance, a 401(k) plan, tuition reimbursement, and a work culture focused on innovation and creation of lasting value for our clients and employees. &nbsp; Ready to take the Next Step &nbsp; If this sounds like ",technical_recruiter,recruiting,lead,,hybrid,India - Bengaluru,IN,,,,other,recruiting,,,,,,,,,,,,,,,,,,,in_review,suggested_title=technical_recruiter;suggested_role_family=recruiting,ollama,qwen2.5:7b,0.800,1,technical_recruiter,recruiting,too_many_core_fields_missing,too_many_core_fields_missing,3
1053,greenhouse,7543012,https://job-boards.greenhouse.io/webflow/jobs/7543012,webflow,"Technical Support Associate, Argentina","Technical Support Associate, Argentina","At Webflow, we’re building the world’s leading AI-native Digital Experience Platform, and we’re doing it as a remote-first company built on trust, transparency, and a whole lot of creativity. This work takes grit, because we move fast, without ever sacrificing craft or quality. Our mission is to bring development superpowers to everyone. From entrepreneurs launching their first idea to global enterprises scaling their digital presence, we empower teams to design, launch, and optimize for the web without barriers. We believe the future of the web, and work, is more open, more creative, and more",it_support_specialist,it_operations,associate,full_time,remote,,AR,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=it_support_specialist;suggested_role_family=it_operations,ollama,qwen2.5:7b,0.800,1,it_support_specialist,it_operations,too_many_core_fields_missing,too_many_core_fields_missing,3
927,greenhouse,7592100003,https://job-boards.greenhouse.io/truebill/jobs/7592100003,truebill,"Senior Full Stack Engineer, Compass","Senior Full Stack Engineer, Compass","The ideal candidate is local to and interested in working from any of our offices (Silver Spring, NYC, SF, Miami, Denver) local to them 1-2x per week. ABOUT ROCKET MONEY 🔮 Rocket Money’s mission is to meaningfully improve the financial prosperity of millions of people. Rocket Money offers members a unique understanding of their finances and a suite of valuable services that save them time and money – ultimately giving them a leg up on their financial journey. ABOUT THE TEAM 🤝 Team Compass’s mission is to support the personal finance features that make Rocket Money an integral part of our membe",fullstack_engineer,fullstack,senior,,,San Francisco,NY,150000,185000,USD,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=full_stack_engineer;suggested_role_family=software_development,ollama,qwen2.5:7b,0.900,1,full_stack_engineer,software_development,too_many_core_fields_missing,too_many_core_fields_missing,3
433,greenhouse,6924722,https://job-boards.greenhouse.io/canonical/jobs/6924722,canonical,Sales Development Representative (Portuguese Speaker),Sales Development Representative (Portuguese Speaker),"A Canonical é uma empresa global de software que publica o Ubuntu e soluções corporativas open-source para nuvem, desenvolvedores, IoT e IA. O Ubuntu é a distribuição Linux que mais cresce e ocupa o primeiro lugar como sistema operacional mais utilizado na nuvem. Em parceria com Google, Amazon, IBM e Microsoft, a Canonical ajuda empresas a se tornarem mais ágeis, produtivas e a adotarem novas tecnologias com mais rapidez. Exemplos de sucesso de clientes incluem IA, Blockchain, IoT, Robótica Avançada e carros autônomos, onde o Ubuntu é a plataforma de desenvolvimento preferida. O papel de um Sa",business_development_representative,sales,principal,,remote,,,,,,other,sales,,,,,,,,,,,,,,,,,,,in_review,suggested_title=sales_development_representative;suggested_role_family=sales,ollama,qwen2.5:7b,0.900,1,sales_development_representative,sales,too_many_core_fields_missing,too_many_core_fields_missing,3
16,greenhouse,7551558,https://job-boards.greenhouse.io/omadahealth/jobs/7551558,omadahealth,"Senior Manager, Commercial Operations","Senior Manager, Commercial Operations","Omada Health is on a mission to inspire and engage people in lifelong health, one step at a time.&nbsp; Job overview: We are looking for a Senior Manager, Commercial Operations Forecasting and Analytics to own Omada's sales forecast and keep our commercial plans tightly aligned to our evolving go‑to‑market strategy and product portfolio. This role goes beyond running models and analytics; you will define and own Omada’s commercial forecasting operating model—setting objectives, standards, methodologies, and governance that establish a single, trusted view of future demand across the enterprise",operations_manager,operations,senior,,remote,,US,,,,other,operations,,,,,,,,,,,,,,,,,,,in_review,suggested_title=operations_manager;suggested_role_family=operations,ollama,qwen2.5:7b,0.900,1,operations_manager,operations,too_many_core_fields_missing,too_many_core_fields_missing,3
1055,greenhouse,7484178,https://job-boards.greenhouse.io/webflow/jobs/7484178,webflow,"Technical Support Associate, Weekends (Australia)","Technical Support Associate, Weekends (Australia)","At Webflow, we’re building the world’s leading AI-native Digital Experience Platform, and we’re doing it as a remote-first company built on trust, transparency, and a whole lot of creativity. This work takes grit, because we move fast, without ever sacrificing craft or quality. Our mission is to bring development superpowers to everyone. From entrepreneurs launching their first idea to global enterprises scaling their digital presence, we empower teams to design, launch, and optimize for the web without barriers. We believe the future of the web, and work, is more open, more creative, and more",it_support_specialist,it_operations,associate,full_time,remote,,AU,,,,other,other,,,,,,,,,,,,,,,,,,,in_review,suggested_title=it_support_specialist;suggested_role_family=it_operations,ollama,qwen2.5:7b,0.800,1,it_support_specialist,it_operations,too_many_core_fields_missing,too_many_core_fields_missing,3
121,greenhouse,7571887,https://job-boards.greenhouse.io/smartsheet/jobs/7571887,smartsheet,Sr. Tax Accountant - International,Sr. Tax Accountant - International,"For over 20 years, Smartsheet has helped people and teams achieve–well, anything. From seamless work management to smart, scalable solutions, we’ve always worked with flow. We’re building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we’re creating space– space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that’s magic at work, and it’s what we show up for everyday. We are looking for an experienced tax professional to join our growing ",accountant,finance,senior,full_time,remote,Bellevue,US,,,,other,finance,,,,,,,,,,,,,,,,,,,in_review,suggested_title=tax_accountant;suggested_role_family=finance,ollama,qwen2.5:7b,0.800,1,tax_accountant,finance,too_many_core_fields_missing,too_many_core_fields_missing,3
534,greenhouse,7043028,https://job-boards.greenhouse.io/canonical/jobs/7043028,canonical,UX Designer - Design systems,UX Designer - Design systems,"Canonical is a leading provider of open source software and operating systems to the global enterprise and technology markets. Our platform, Ubuntu, is very widely used in breakthrough enterprise initiatives such as public cloud, data science, AI, engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers, and industry leaders in many sectors. The company is a pioneer of global distributed collaboration, with 1200+ colleagues in 75+ countries and very few office based roles. Teams meet two to four times yearly in person, in interesting location",product_designer,design,,,remote,,,,,,other,design,,,,,,,,,,,,,,,,,,,in_review,suggested_title=product_designer;suggested_role_family=design,ollama,qwen2.5:7b,0.800,1,product_designer,design,too_many_core_fields_missing,too_many_core_fields_missing,3
