job_indexed_id,source,source_job_id,url,company_name,title_raw,title_clean,description_clean_excerpt,pred_normalized_title,pred_role_family,pred_seniority,pred_employment_type,pred_location_type,pred_city,pred_country,pred_salary_min,pred_salary_max,pred_salary_currency,gold_normalized_title,gold_role_family,gold_experience_years_min,gold_experience_years_max,gold_experience_required,gold_education_level,gold_degree_required,gold_soft_skills,gold_location_type,gold_country,gold_location_city,gold_employment_type,gold_seniority,gold_language_requirements,gold_salary_min,gold_salary_max,gold_salary_currency,gold_salary_period,gold_tools_tech,labeler,review_status,notes,label_source,label_model,label_confidence,needs_review,suggested_normalized_title,suggested_role_family,country_issue
1209,greenhouse,7497259003,https://job-boards.greenhouse.io/celonis/jobs/7497259003?gh_jid=7497259003,celonis,Senior Business Transformation & Process Optimisation Consultant - Automotive / Manufacturing,Senior Business Transformation & Process Optimisation Consultant - Automotive / Manufacturing,"We're Celonis, the global leader in Process Intelligence technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing AI, data and intelligence at the core of business processes - and for that, we need your help. Care to join us? The position of Senior Business Transformation Consultant ( Senior Value Engineer) - Automotive / Manufacturing is a trusted advisor helping customers achieve their strategic goals and realise significant value using the Celonis Process Intelligence Platform. A Value Engineer has full respons",consultant,consulting,senior,,hybrid,Stockholm,,,,,consultant,consulting,,,1,master,,,hybrid,,Stockholm,full_time,senior,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
1372,greenhouse,7609493,https://job-boards.greenhouse.io/appier/jobs/7609493,appier,"Customer Success Manager, Vietnam","Customer Success Manager, Vietnam","About Appier Appier is an AI SaaS company on a mission to make AI easy, by making software intelligent. Founded in 2012, Appier has 17 offices across APAC, U.S. and Europe and is listed on the Tokyo Stock Exchange. Visit www.appier.com for more information. About the role We are looking for a Customer Success Manager to spearhead our enterprise solutions business in Ho Chi Minh City, Vietnam. As a CSM at Appier, you aren't just a point of contact; you are a strategic partner. You will bridge the gap between complex technical capabilities and real-world business outcomes. Your mission is to ens",customer_success_manager,customer_success,senior,contract,,Hồ Chí Minh,,,,,customer_success_manager,customer_success,,,1,unspecified,,,onsite,,Hồ Chí Minh,contract,senior,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
1670,greenhouse,7567592,https://job-boards.greenhouse.io/capco/jobs/7567592,capco,Energy Consultant - Business Analyst,Energy Consultant - Business Analyst,"CAPCO – THE FUTURE. NOW. &nbsp; Capco is a&nbsp;distinctly&nbsp;and positively different place to work. Much more than consultants, we are active participants in the global financial services industry. Our passionate business and technology professionals enjoy a unique environment where they are actively encouraged to apply intellect, innovation,&nbsp;experience&nbsp;and teamwork. We are dedicated to fully supporting our clients as they respond to challenges and opportunities in: Banking, Capital Markets, Finance Risk &amp; Compliance, Insurance, and Wealth and Investment Management. Experienc",business_analyst,business_analysis,senior,,hybrid,Belgium - Brussels,,,,,business_analyst,business_analysis,,,1,bachelor,,,onsite,,Brussels,full_time,senior,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
980,greenhouse,7456574,https://job-boards.greenhouse.io/gofundme/jobs/7456574,gofundme,Staff Machine Learning Engineer,Staff Machine Learning Engineer,"Want to help us help others? We’re hiring! GoFundMe is the world’s most powerful community for good, dedicated to helping people help each other. By uniting individuals and nonprofits in one place, GoFundMe makes it easy and safe for people to ask for help and support causes – for themselves and each other. Together, our community has raised more than $40 billion since 2010. Join GoFundMe as our next Staff LLM Engineer in the Applied Science organization. In this role, you will design, develop, and deploy innovative services and applications that leverage state-of-the-art machine learning and ",ml_engineer,machine_learning,staff,,hybrid,Buenos Aires,,,,,ml_engineer,machine_learning,,,1,unspecified,,,hybrid,,Buenos Aires,,unspecified,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
1580,greenhouse,7570364,https://job-boards.greenhouse.io/capco/jobs/7570364,capco,Business Analyst (Insurance),Business Analyst (Insurance),"Capco, a Wipro company, is a global technology and management consultancy specializing in driving digital transformation in the financial services industry. With a growing client portfolio comprising of over 100 global organizations, Capco operates at the intersection of business and technology by combining innovative thinking with unrivalled industry knowledge to deliver end-to-end data-driven solutions and fast-track digital initiatives for banking and payments, capital markets, wealth and asset management, insurance, and the energy sector. Capco’s cutting-edge ingenuity is brought to life t",business_analyst,business_analysis,,,hybrid,Thailand - Bangkok,,,,,business_analyst,business_analysis,,,0,bachelor,1,,onsite,,Bangkok,full_time,,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
1404,greenhouse,7366768,https://job-boards.greenhouse.io/appier/jobs/7366768,appier,Senior Machine Learning Scientist (Ads incrementality) - Tokyo,Senior Machine Learning Scientist (Ads incrementality) - Tokyo,"About Appier&nbsp; Appier is an AI-native Agentic AI as a Service (AssA) company that uses artificial intelligence (AI) to power business decision-making. Founded in 2012 with a vision of democratizing AI, Appier’s mission is turning AI into ROI by making software intelligent. Appier now has 17 offices across APAC, Europe and U.S., and is listed on the Tokyo Stock Exchange (Ticker number: 4180). Visit www.appier.com for more information. Open to overseas candidates/Visa Support This position is based in Tokyo, Japan. For international candidates, Appier's Japan office provides visa sponsorship",ml_scientist,machine_learning,senior,,,Tokyo,US,,,,ml_scientist,machine_learning,,,1,master,,,onsite,US,Tokyo,,senior,,,,,,,,approved,"Title and role family are correct, but employment type and salary details are missing.",ollama,qwen2.5:7b,0.850,0,,,city_country_mismatch_us_foreign_city_token
1727,greenhouse,7557537,https://job-boards.greenhouse.io/capco/jobs/7557537,capco,Junior Project Manager - (Banking),Junior Project Manager - (Banking),"Company Overview Capco is an entrepreneurial consulting business with expertise in transformation, technology, and strategy. We specialize in banking and payment; capital markets; wealth &amp; investment management; finance, risk &amp; compliance; and technology, serving our clients from offices in leading financial centers across US, Europe and APAC. We are expanding our business rapidly across Asia (especially Malaysia). You will work on engaging projects with some of the largest banking and insurance clients in the world, projects that will deliver significant transformation and change. Bes",manager,operations,junior,,,Malaysia - Kuala Lumpur,,,,,other,other,0,2,1,bachelor,,,onsite,,Kuala Lumpur,full_time,junior,,,,,,,,in_review,rule_review: missing_role_family | network_error: HTTP Error 429: Too Many Requests | suggested_title=manager;suggested_role_family=operations,ollama,qwen2.5:7b,0.800,1,manager,operations,onsite_or_hybrid_without_country
724,greenhouse,4627687005,https://job-boards.greenhouse.io/gleanwork/jobs/4627687005,gleanwork,Technical Recruiter (Contractor- 6 months),Technical Recruiter (Contractor- 6 months),"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",technical_recruiter,recruiting,,contract,hybrid,Palo Alto,,80,100,USD,technical_recruiter,recruiting,,,0,,,,hybrid,,Palo Alto,contract,,,80,100,USD,hourly,,,approved,,ollama,qwen2.5:7b,0.950,0,,,onsite_or_hybrid_without_country
1852,greenhouse,7622087,https://job-boards.greenhouse.io/capco/jobs/7622087,capco,Recruitment Administrator with English language,Recruitment Administrator with English language,"Shape the Future of Financial Services with Capco At&nbsp;Capco, we specialize in management consulting and software development, partnering with leading international banks and insurance companies across Western Europe. Our innovative approach and collaborative culture make us the ideal place for professionals looking to make an impact in financial services technology. Want to learn more about our culture and people? Visit us: Capco Careers Slovakia Why Join Us? Continuous Learning &amp; Development – Access to technical and soft skills training, professional certifications, and full access t",other,other,,full_time,,Slovakia - Bratislava,,,,,other,other,,,0,,,,onsite,,Bratislava,full_time,unspecified,english,,,,,,,in_review,"Title and role family are not specified, education level is unknown, salary details are missing. | rule_review: missing_normalized_title,missing_role_family | runtime_error: GOOGLE_API_KEY missing | network_error: HTTP Error 404: Not Found | network_error: HTTP Error 429: Too Many Requests | The title does not clearly match any known role family and could be more specific. | suggested_title=recruitment_coordinator_with_language_skills;suggested_role_family=human_resources",ollama,qwen2.5:7b,0.750,1,recruitment_coordinator_with_language_skills,human_resources,onsite_or_hybrid_without_country
1627,greenhouse,7653536,https://job-boards.greenhouse.io/capco/jobs/7653536,capco,Cybersecurity consultant,Cybersecurity consultant,"Join Us as a Cybersecurity Consultant – Transforming the Future of Financial Services &nbsp; &nbsp; What Makes Capco Unique? Capco is a global technology and management consultancy specializing in driving digital transformation across the Financial Services and Insurance industries. Our professionals combine innovative thinking with unparalleled industry expertise to provide cutting-edge consulting solutions, seamless integration of complex technologies, transformation delivery, and managed services that push our clients forward. We are not just consultants; we are trusted partners, empowering",consultant,consulting,,,hybrid,Belgium - Brussels,,,,,consultant,consulting,,,0,unspecified,,,onsite,,Brussels,full_time,unspecified,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
1400,greenhouse,7009731,https://job-boards.greenhouse.io/appier/jobs/7009731,appier,"Senior Creative Strategist (UI Design) - Hybrid, Istanbul","Senior Creative Strategist (UI Design) - Hybrid, Istanbul","About Appier&nbsp; Appier is a software-as-a-service (SaaS) company that uses artificial intelligence (AI) to power business decision-making. Founded in 2012 with a vision of democratizing AI, Appier’s mission is turning AI into ROI by making software intelligent. Appier now has 17 offices across APAC, Europe and U.S., and is listed on the Tokyo Stock Exchange (Ticker number: 4180). Visit www.appier.com for more information. About AdCreative.ai team AdCreative.ai &nbsp;is a leading AI-powered platform transforming creative production for brands around the world. With a multidisciplinary team o",other,other,senior,,hybrid,Istanbul,US,,,,other,Creative and Design,,,1,unspecified,,,hybrid,US,Istanbul,full_time,senior,,,,,,,,in_review,"Title and role family are not accurately matched, location country is incorrect.",ollama,qwen2.5:7b,0.550,1,,,city_country_mismatch_us_foreign_city_token
1540,greenhouse,7645324,https://job-boards.greenhouse.io/capco/jobs/7645324,capco,Automation BA - Glasgow,Automation BA - Glasgow,"Location: Glasgow (Hybrid) | Practice Area: Business Consulting | Type: Permanent Drive intelligent automation across Capital Markets. Deliver change that matters. The Role As an Automation Business Analyst at Capco, you will work at the intersection of business, technology, and operations within Capital Markets. You’ll partner with clients to identify automation opportunities, optimise processes, and support the delivery of scalable solutions that enhance efficiency, control, and customer outcomes. This is a hybrid role based in Glasgow, combining on-site collaboration with flexible remote wo",business_analyst,business_analysis,,,hybrid,UK - Edinburgh,,,,,business_analyst,business_analysis,,,0,bachelor,1,,hybrid,,Glasgow,full_time,,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
1436,greenhouse,7092458,https://job-boards.greenhouse.io/appier/jobs/7092458,appier,Staff/Senior Machine Learning Scientist (Ad Cloud),Staff/Senior Machine Learning Scientist (Ad Cloud),"About Appier&nbsp; Appier is an AI-native Agentic AI as a Service (AssA) company that uses artificial intelligence (AI) to power business decision-making. Founded in 2012 with a vision of democratizing AI, Appier’s mission is turning AI into ROI by making software intelligent. Appier now has 17 offices across APAC, Europe and U.S., and is listed on the Tokyo Stock Exchange (Ticker number: 4180). Visit www.appier.com for more information. Open to overseas candidates/Visa Support This position is based in Tokyo, Japan. For international candidates, Appier's Japan office provides visa sponsorship",ml_scientist,machine_learning,senior,,,Tokyo,US,,,,ml_scientist,machine_learning,,,1,master,,,onsite,US,Tokyo,full_time,senior,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,city_country_mismatch_us_foreign_city_token
1917,greenhouse,7559563,https://job-boards.greenhouse.io/capco/jobs/7559563,capco,Senior Full Stack Developer - Java Spring Boot & React.js (Thai Speaker),Senior Full Stack Developer - Java Spring Boot & React.js (Thai Speaker),"About Capco Capco, a Wipro company, is a global technology and management consultancy specializing in driving digital transformation in the financial services industry. With a growing client portfolio comprising of over 100 global organizations, Capco operates at the intersection of business and technology by combining innovative thinking with unrivalled industry knowledge to deliver end-to-end data-driven solutions and fast-track digital initiatives for banking and payments, capital markets, wealth and asset management, insurance, and the energy sector. Capco’s cutting-edge ingenuity is broug",fullstack_engineer,fullstack,senior,,hybrid,Thailand - Bangkok,,,,,fullstack_engineer,fullstack,,,1,unspecified,,,onsite,,Bangkok,full_time,senior,thai,,,,,java;spring_boot;react.js,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
151,greenhouse,8329430002,https://job-boards.greenhouse.io/gomotive/jobs/8329430002,gomotive,Associate People Business Partner,Associate People Business Partner,"Who we are: Motive empowers the people who run physical operations with tools to make their work safer, more productive, and more profitable. For the first time ever, safety, operations and finance teams can manage their drivers, vehicles, equipment, and fleet related spend in a single system. Combined with industry leading AI, the Motive platform gives you complete visibility and control, and significantly reduces manual workloads by automating and simplifying tasks. Motive serves nearly 100,000 customers – from Fortune 500 enterprises to small businesses – across a wide range of industries, ",hr_business_partner,hr,associate,,hybrid,Islamabad,,,,,hr_business_partner,hr,,,1,bachelor,,,hybrid,,Islamabad,,unspecified,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
673,greenhouse,4424103005,https://job-boards.greenhouse.io/gleanwork/jobs/4424103005,gleanwork,Senior/Staff Applied Scientist,Senior/Staff Applied Scientist,"About Glean: Glean is the Work AI platform that helps everyone work smarter with AI. What began as the industry’s most advanced enterprise search has evolved into a full-scale Work AI ecosystem, powering intelligent Search, an AI Assistant, and scalable AI agents on one secure, open platform. With over 100 enterprise SaaS connectors, flexible LLM choice, and robust APIs, Glean gives organizations the infrastructure to govern, scale, and customize AI across their entire business - without vendor lock-in or costly implementation cycles. At its core, Glean is redefining how enterprises find, use,",other,other,senior,,hybrid,San Francisco Bay Area,,175000,230000,USD,other,other,5,10,1,master,,,hybrid,,San Francisco Bay Area,full_time,senior,,175000,230000,USD,yearly,,,in_review,"Title and role family are not clearly defined, confidence is low. | rule_review: missing_normalized_title | network_error: HTTP Error 429: Too Many Requests | The title 'Senior/Staff Applied Scientist' does not clearly map to a specific role family and could refer to multiple roles. | suggested_title=senior_staff_applied_scientist;suggested_role_family=research_and_development",ollama,qwen2.5:7b,0.500,1,senior_staff_applied_scientist,research_and_development,onsite_or_hybrid_without_country
1788,greenhouse,7585730,https://job-boards.greenhouse.io/capco/jobs/7585730,capco,Murex Consultant,Murex Consultant,"Shape the Future of Financial Services with Capco At&nbsp;Capco, we specialize in management consulting and software development, partnering with leading international banks and insurance companies across Western Europe. Our innovative approach and collaborative culture make us the ideal place for professionals looking to make an impact in financial services technology. Want to learn more about our culture and people? Visit us: Capco Careers Slovakia Why Join Us? Prestigious Clients &amp; Exciting Projects – Work with top-tier banks on transformation projects that redefine financial services. ",consultant,consulting,,full_time,,Czech Republic - Prague,,,,,consultant,consulting,,,0,unspecified,,,onsite,,Prague,full_time,unspecified,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
1377,greenhouse,7115125,https://job-boards.greenhouse.io/appier/jobs/7115125,appier,"Enterprise Solution Sales, Japan","Enterprise Solution Sales, Japan",Appierグループは2012年に台湾で創業。Appier Japan株式会社は2014年にAppierグループの日本拠点として設立。最終親会社のAppier Group株式会社は東京証券取引所のプライム市場に上場しています。AIを活用したSaaS/AssA( AI-native Agentic AI) の提供を通して、企業のマーケティング課題の解決やROIの向上を支援しています。 【仕事内容】 エンタープライズソリューションセールスマネージャーは、当社のマーケティング向けAISaaSの新規顧客や既存顧客への販売を担当していただきます。 【応募資格】 【必須（MUST）】 ・ソフトウェアの販売経験3年以上 【歓迎（WANT）】 ・デジタルマーケティング、データやAI SaaS経験 &nbsp; 【会社概要】 最先端のAI技術を活用し、マーケティングの課題を解決するSaaS企業です。世界17拠点を展開し、既に1800社以上の企業を支援しています。 『ソフトウェアをよりスマートに、AIでROIを向上させる』 東京証券取引所プライム市場上場 ( Appier Group 証券コード：4180) 🔹 安定性 × イノベーション 最先端のAI業界で活動しながらも、大きく利益を創出。年間平均40%以上の売上成長を達成しています! 🔹 世界トップクラスのR&amp;Dチーム 研究開発チームは、A,sales_representative,sales,,,hybrid,Tokyo,,,,,sales_representative,sales,3,,1,,,,onsite,,Tokyo,full_time,senior,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
1930,greenhouse,7590826,https://job-boards.greenhouse.io/capco/jobs/7590826,capco,Senior Manager/Director - Data Lead,Senior Manager/Director - Data Lead,"Please note we are looking to speak to individuals already based in the Riyadh/Dubai as a first priority. Capco, a Wipro company, is a global technology and management consultancy specializing in driving digital transformation in the financial services industry. With a growing client portfolio comprising of over 100 global organizations, Capco operates at the intersection of business and technology by combining innovative thinking with unrivalled industry knowledge to deliver end-to-end data-driven solutions and fast-track digital initiatives for banking and payments, capital markets, wealth a",analytics_director,data_analytics,senior,,onsite,Middle East - Riyadh,,,,,analytics_director,data_analytics,,,1,master,,,onsite,,Riyadh;Dubai,full_time,director,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
1634,greenhouse,5576793,https://job-boards.greenhouse.io/capco/jobs/5576793,capco,Data Engineer for Banking,Data Engineer for Banking,"Shape the Future of Financial Services with Capco At&nbsp;Capco, we specialize in management consulting and software development, partnering with leading international banks and insurance companies across Western Europe. Our innovative approach and collaborative culture make us the ideal place for professionals looking to make an impact in financial services technology. Want to learn more about our culture and people? Visit us: Capco Careers Slovakia Why Join Us? Prestigious Clients &amp; Exciting Projects – Work with top-tier banks on transformation projects that redefine financial services. ",data_engineer,data_engineering,lead,contract,,Czech Republic - Prague,,,,,data_engineer,data_engineering,,,1,unspecified,,,onsite,,Prague,contract,senior,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
176,greenhouse,8382162002,https://job-boards.greenhouse.io/gomotive/jobs/8382162002,gomotive,Field Marketing Specialist,Field Marketing Specialist,"Who we are: Motive empowers the people who run physical operations with tools to make their work safer, more productive, and more profitable. For the first time ever, safety, operations and finance teams can manage their drivers, vehicles, equipment, and fleet related spend in a single system. Combined with industry leading AI, the Motive platform gives you complete visibility and control, and significantly reduces manual workloads by automating and simplifying tasks. Motive serves nearly 100,000 customers – from Fortune 500 enterprises to small businesses – across a wide range of industries, ",marketing_specialist,marketing,senior,,hybrid,Mexico City,,,,,marketing_specialist,marketing,,,1,unspecified,,,hybrid,,Mexico City,,senior,,,,,,,,approved,,ollama,qwen2.5:7b,0.850,0,,,onsite_or_hybrid_without_country
